Htno,Subcode,Subname,Grade,Credits
16T91A0318,R1631038,THERMAL ENGINEERING LAB,O,2
16T91A0319,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0319,R1631032,METAL CUTTING & MACHINE TOOLS,D,3
16T91A0319,R1631033,DESIGN OF MACHINE MEMBERS-II,F,0
16T91A0319,R1631034,OPERATIONS RESEARCH,F,0
16T91A0319,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0319,R1631036,THEORY OF MACHINES LAB,S,2
16T91A0319,R1631037,MACHINE TOOLS LAB,A,2
16T91A0319,R1631038,THERMAL ENGINEERING LAB,S,2
16T91A0320,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0320,R1631032,METAL CUTTING & MACHINE TOOLS,F,0
16T91A0320,R1631033,DESIGN OF MACHINE MEMBERS-II,F,0
16T91A0320,R1631034,OPERATIONS RESEARCH,D,3
16T91A0320,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0320,R1631036,THEORY OF MACHINES LAB,B,2
16T91A0320,R1631037,MACHINE TOOLS LAB,B,2
16T91A0320,R1631038,THERMAL ENGINEERING LAB,A,2
16T91A0321,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0321,R1631032,METAL CUTTING & MACHINE TOOLS,F,0
16T91A0321,R1631033,DESIGN OF MACHINE MEMBERS-II,D,3
16T91A0321,R1631034,OPERATIONS RESEARCH,F,0
16T91A0321,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0321,R1631036,THEORY OF MACHINES LAB,B,2
16T91A0321,R1631037,MACHINE TOOLS LAB,B,2
16T91A0321,R1631038,THERMAL ENGINEERING LAB,A,2
16T91A0322,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0322,R1631032,METAL CUTTING & MACHINE TOOLS,F,0
16T91A0322,R1631033,DESIGN OF MACHINE MEMBERS-II,C,3
16T91A0322,R1631034,OPERATIONS RESEARCH,D,3
16T91A0322,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0322,R1631036,THEORY OF MACHINES LAB,O,2
16T91A0322,R1631037,MACHINE TOOLS LAB,S,2
16T91A0322,R1631038,THERMAL ENGINEERING LAB,O,2
16T91A0323,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0323,R1631032,METAL CUTTING & MACHINE TOOLS,F,0
16T91A0323,R1631033,DESIGN OF MACHINE MEMBERS-II,F,0
Htno,Subcode,Subname,Grade,Credits
16T91A0323,R1631034,OPERATIONS RESEARCH,F,0
16T91A0323,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0323,R1631036,THEORY OF MACHINES LAB,O,2
16T91A0323,R1631037,MACHINE TOOLS LAB,A,2
16T91A0323,R1631038,THERMAL ENGINEERING LAB,A,2
16T91A0324,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0324,R1631032,METAL CUTTING & MACHINE TOOLS,C,3
16T91A0324,R1631033,DESIGN OF MACHINE MEMBERS-II,F,0
16T91A0324,R1631034,OPERATIONS RESEARCH,C,3
16T91A0324,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0324,R1631036,THEORY OF MACHINES LAB,B,2
16T91A0324,R1631037,MACHINE TOOLS LAB,A,2
16T91A0324,R1631038,THERMAL ENGINEERING LAB,A,2
16T91A0327,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0327,R1631032,METAL CUTTING & MACHINE TOOLS,D,3
16T91A0327,R1631033,DESIGN OF MACHINE MEMBERS-II,F,0
16T91A0327,R1631034,OPERATIONS RESEARCH,D,3
16T91A0327,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0327,R1631036,THEORY OF MACHINES LAB,O,2
16T91A0327,R1631037,MACHINE TOOLS LAB,S,2
16T91A0327,R1631038,THERMAL ENGINEERING LAB,S,2
16T91A0328,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0328,R1631032,METAL CUTTING & MACHINE TOOLS,F,0
16T91A0328,R1631033,DESIGN OF MACHINE MEMBERS-II,F,0
16T91A0328,R1631034,OPERATIONS RESEARCH,F,0
16T91A0328,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0328,R1631036,THEORY OF MACHINES LAB,S,2
16T91A0328,R1631037,MACHINE TOOLS LAB,S,2
16T91A0328,R1631038,THERMAL ENGINEERING LAB,A,2
16T91A0329,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0329,R1631032,METAL CUTTING & MACHINE TOOLS,A,3
16T91A0329,R1631033,DESIGN OF MACHINE MEMBERS-II,B,3
16T91A0329,R1631034,OPERATIONS RESEARCH,C,3
16T91A0329,R1631035,THERMAL ENGINEERING -II,C,3
16T91A0329,R1631036,THEORY OF MACHINES LAB,B,2
16T91A0329,R1631037,MACHINE TOOLS LAB,A,2
16T91A0329,R1631038,THERMAL ENGINEERING LAB,A,2
16T91A0330,R1631031,DYNAMICS OF MACHINERY,F,0
16T91A0330,R1631032,METAL CUTTING & MACHINE TOOLS,F,0
16T91A0330,R1631033,DESIGN OF MACHINE MEMBERS-II,F,0
16T91A0330,R1631034,OPERATIONS RESEARCH,F,0
16T91A0330,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0330,R1631036,THEORY OF MACHINES LAB,S,2
16T91A0330,R1631037,MACHINE TOOLS LAB,A,2
16T91A0330,R1631038,THERMAL ENGINEERING LAB,A,2
16T91A0331,R1631031,DYNAMICS OF MACHINERY,ABSENT,0
16T91A0331,R1631032,METAL CUTTING & MACHINE TOOLS,F,0
16T91A0331,R1631033,DESIGN OF MACHINE MEMBERS-II,F,0
16T91A0331,R1631034,OPERATIONS RESEARCH,F,0
16T91A0331,R1631035,THERMAL ENGINEERING -II,F,0
16T91A0331,R1631036,THEORY OF MACHINES LAB,O,2
Htno,Subcode,Subname,Grade,Credits
16T91A0331,R1631037,MACHINE TOOLS LAB,S,2
16T91A0331,R1631038,THERMAL ENGINEERING LAB,A,2
16T91A0401,R1631041,COMPUTER ARCHITECTURE AND ORGANIZATION,A,3
16T91A0401,R1631042,LINEAR IC APPLICATIONS,B,3
16T91A0401,R1631043,DIGITAL IC APPLICATIONS,B,3
16T91A0401,R1631044,DIGITAL COMMUNICATIONS,A,3
16T91A0401,R1631045,ANTENNA AND WAVE PROPAGATION,S,3
16T91A0401,R1631046,PULSE AND DIGITAL CIRCUITS LAB,O,2
16T91A0401,R1631047,LINEAR I C APPLICATIONS LAB,O,2
16T91A0401,R1631048,DIGITAL I C APPLICATIONS LAB,O,2
16T91A0403,R1631041,COMPUTER ARCHITECTURE AND ORGANIZATION,F,0
16T91A0403,R1631042,LINEAR IC APPLICATIONS,F,0
16T91A0403,R1631043,DIGITAL IC APPLICATIONS,C,3
16T91A0403,R1631044,DIGITAL COMMUNICATIONS,D,3
16T91A0403,R1631045,ANTENNA AND WAVE PROPAGATION,F,0
16T91A0403,R1631046,PULSE AND DIGITAL CIRCUITS LAB,S,2
16T91A0403,R1631047,LINEAR I C APPLICATIONS LAB,S,2
16T91A0403,R1631048,DIGITAL I C APPLICATIONS LAB,S,2
16T91A0404,R1631041,COMPUTER ARCHITECTURE AND ORGANIZATION,F,0
16T91A0404,R1631042,LINEAR IC APPLICATIONS,F,0
16T91A0404,R1631043,DIGITAL IC APPLICATIONS,F,0
16T91A0404,R1631044,DIGITAL COMMUNICATIONS,F,0
16T91A0404,R1631045,ANTENNA AND WAVE PROPAGATION,F,0
16T91A0404,R1631046,PULSE AND DIGITAL CIRCUITS LAB,A,2
16T91A0404,R1631047,LINEAR I C APPLICATIONS LAB,B,2
16T91A0404,R1631048,DIGITAL I C APPLICATIONS LAB,A,2
16T91A0405,R1631041,COMPUTER ARCHITECTURE AND ORGANIZATION,D,3
16T91A0405,R1631042,LINEAR IC APPLICATIONS,B,3
16T91A0405,R1631043,DIGITAL IC APPLICATIONS,B,3
16T91A0405,R1631044,DIGITAL COMMUNICATIONS,A,3
16T91A0405,R1631045,ANTENNA AND WAVE PROPAGATION,A,3
16T91A0405,R1631046,PULSE AND DIGITAL CIRCUITS LAB,O,2
16T91A0405,R1631047,LINEAR I C APPLICATIONS LAB,O,2
16T91A0405,R1631048,DIGITAL I C APPLICATIONS LAB,O,2
16T91A0406,R1631041,COMPUTER ARCHITECTURE AND ORGANIZATION,B,3
16T91A0406,R1631042,LINEAR IC APPLICATIONS,F,0
16T91A0406,R1631043,DIGITAL IC APPLICATIONS,F,0
16T91A0406,R1631044,DIGITAL COMMUNICATIONS,D,3
16T91A0406,R1631045,ANTENNA AND WAVE PROPAGATION,F,0
16T91A0406,R1631046,PULSE AND DIGITAL CIRCUITS LAB,S,2
16T91A0406,R1631047,LINEAR I C APPLICATIONS LAB,S,2
16T91A0406,R1631048,DIGITAL I C APPLICATIONS LAB,S,2
16T91A0409,R1631041,COMPUTER ARCHITECTURE AND ORGANIZATION,F,0
16T91A0409,R1631042,LINEAR IC APPLICATIONS,F,0
16T91A0409,R1631043,DIGITAL IC APPLICATIONS,F,0
16T91A0409,R1631044,DIGITAL COMMUNICATIONS,D,3
16T91A0409,R1631045,ANTENNA AND WAVE PROPAGATION,F,0
16T91A0409,R1631046,PULSE AND DIGITAL CIRCUITS LAB,A,2
16T91A0409,R1631047,LINEAR I C APPLICATIONS LAB,B,2
16T91A0409,R1631048,DIGITAL I C APPLICATIONS LAB,A,2
16T91A0410,R1631041,COMPUTER ARCHITECTURE AND ORGANIZATION,F,0
Htno,Subcode,Subname,Grade,Credits
16T91A0410,R1631042,LINEAR IC APPLICATIONS,F,0
16T91A0410,R1631043,DIGITAL IC APPLICATIONS,C,3
16T91A0410,R1631044,DIGITAL COMMUNICATIONS,D,3
16T91A0410,R1631045,ANTENNA AND WAVE PROPAGATION,F,0
16T91A0410,R1631046,PULSE AND DIGITAL CIRCUITS LAB,A,2
16T91A0410,R1631047,LINEAR I C APPLICATIONS LAB,S,2
16T91A0410,R1631048,DIGITAL I C APPLICATIONS LAB,A,2
